EMPLOYER_NAME,target,value,source,pay
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,83179
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,183872
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,133099
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,117810
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,130200
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,145600
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,121000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,145132
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,172000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,179435
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,145000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,145000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,140000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,129600
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,125000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,125000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,139074
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,120349
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,135200
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,120349
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,130000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,132223
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,128673
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,146309
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,132223
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,128785
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,114358
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,95000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,124750
ADOBE SYSTEMS INCORPORATED,Adobe,1,SANTA CLARA COUNTY,166752.66
ADOBE SYSTEMS INCORPORATED,Adobe,100,SAN FRANCISCO COUNTY,94162
ADOBE SYSTEMS INCORPORATED,Adobe,100,SAN FRANCISCO COUNTY,109408
ADOBE SYSTEMS INCORPORATED,Adobe,100,SAN FRANCISCO COUNTY,76918
ADOBE SYSTEMS INCORPORATED,Adobe,100,SAN FRANCISCO COUNTY,149490
ADOBE SYSTEMS INCORPORATED,Adobe,100,SAN FRANCISCO COUNTY,114400
ADOBE SYSTEMS INCORPORATED,Adobe,100,SAN FRANCISCO COUNTY,109408
ADOBE SYSTEMS INCORPORATED,Adobe,100,SAN FRANCISCO COUNTY,100006
ADOBE SYSTEMS INCORPORATED,Adobe,100,SAN FRANCISCO COUNTY,117229
ADOBE SYSTEMS INCORPORATED,Adobe,25,SAN FRANCISCO COUNTY,110157
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,178825.5
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,105000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,140000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,180000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,104541
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,161193
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,121409
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,109762
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,126280
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,140859
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,107268
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,169715
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,109762
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,135000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,108680
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,143000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,109935
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,99759
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,109240
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,129112
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,114250
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,237500
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,150000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,181000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,140000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,144566
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,107054
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,130000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,145000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,210000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,139000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,110000
ADOBE SYSTEMS INCORPORATED,Adobe,1,SAN FRANCISCO COUNTY,125000
APPLE INC,Apple,1,SANTA CLARA COUNTY,110350
APPLE INC,Apple,1,SANTA CLARA COUNTY,131826.5
APPLE INC,Apple,1,SANTA CLARA COUNTY,129081
APPLE INC,Apple,1,SANTA CLARA COUNTY,131826.5
APPLE INC,Apple,1,SANTA CLARA COUNTY,159234.5
APPLE INC,Apple,1,SANTA CLARA COUNTY,159619
APPLE INC,Apple,1,SANTA CLARA COUNTY,163509
APPLE INC.,Apple,150,SANTA CLARA COUNTY,83824
APPLE INC.,Apple,150,SANTA CLARA COUNTY,98488
APPLE INC.,Apple,150,SANTA CLARA COUNTY,94120
APPLE INC.,Apple,150,SANTA CLARA COUNTY,131269
APPLE INC.,Apple,150,SANTA CLARA COUNTY,88254
APPLE INC.,Apple,150,SANTA CLARA COUNTY,121410
APPLE INC.,Apple,150,SANTA CLARA COUNTY,134410
APPLE INC.,Apple,150,SANTA CLARA COUNTY,163467
APPLE INC.,Apple,150,SANTA CLARA COUNTY,99466
APPLE INC.,Apple,150,SANTA CLARA COUNTY,94598
APPLE INC.,Apple,150,SANTA CLARA COUNTY,74006
APPLE INC.,Apple,150,SANTA CLARA COUNTY,60528
APPLE INC.,Apple,150,SANTA CLARA COUNTY,132038
APPLE INC.,Apple,150,SANTA CLARA COUNTY,66602
APPLE INC.,Apple,150,SANTA CLARA COUNTY,117187
APPLE INC.,Apple,150,SANTA CLARA COUNTY,104832
APPLE INC.,Apple,150,SANTA CLARA COUNTY,63856
APPLE INC.,Apple,150,SANTA CLARA COUNTY,58885
APPLE INC.,Apple,150,SANTA CLARA COUNTY,71032
APPLE INC.,Apple,150,SANTA CLARA COUNTY,104042
APPLE INC.,Apple,150,SANTA CLARA COUNTY,69784
APPLE INC.,Apple,150,SANTA CLARA COUNTY,88962
APPLE INC.,Apple,150,SANTA CLARA COUNTY,154107
APPLE INC.,Apple,150,SANTA CLARA COUNTY,123053
APPLE INC.,Apple,150,SANTA CLARA COUNTY,109470
APPLE INC.,Apple,150,SANTA CLARA COUNTY,36046
APPLE INC.,Apple,150,SANTA CLARA COUNTY,132038
APPLE INC.,Apple,150,SANTA CLARA COUNTY,98488
APPLE INC.,Apple,50,SANTA CLARA COUNTY,212514
APPLE INC.,Apple,50,SANTA CLARA COUNTY,187720
APPLE INC.,Apple,50,SANTA CLARA COUNTY,138320
APPLE INC.,Apple,50,SANTA CLARA COUNTY,123656
APPLE INC.,Apple,50,SANTA CLARA COUNTY,77605
APPLE INC.,Apple,50,SANTA CLARA COUNTY,109616
APPLE INC.,Apple,50,SANTA CLARA COUNTY,125965
APPLE INC.,Apple,50,SANTA CLARA COUNTY,87090
APPLE INC.,Apple,50,SANTA CLARA COUNTY,67933
APPLE INC.,Apple,50,SANTA CLARA COUNTY,123656
APPLE INC.,Apple,50,SANTA CLARA COUNTY,102606
APPLE INC.,Apple,50,SANTA CLARA COUNTY,121410
APPLE INC.,Apple,50,SANTA CLARA COUNTY,83824
APPLE INC.,Apple,50,SANTA CLARA COUNTY,109762
APPLE INC.,Apple,50,SANTA CLARA COUNTY,88254
APPLE INC.,Apple,50,SANTA CLARA COUNTY,131269
APPLE INC.,Apple,50,SANTA CLARA COUNTY,98488
APPLE INC.,Apple,50,SANTA CLARA COUNTY,132038
APPLE INC.,Apple,50,SANTA CLARA COUNTY,115253
APPLE INC.,Apple,50,SANTA CLARA COUNTY,114254
APPLE INC.,Apple,50,SANTA CLARA COUNTY,134410
APPLE INC.,Apple,50,SANTA CLARA COUNTY,94120
APPLE INC.,Apple,50,SANTA CLARA COUNTY,87942
APPLE INC.,Apple,50,SANTA CLARA COUNTY,163467
APPLE INC.,Apple,50,SANTA CLARA COUNTY,66602
APPLE INC.,Apple,50,SANTA CLARA COUNTY,60528
APPLE INC.,Apple,50,SANTA CLARA COUNTY,94598
APPLE INC.,Apple,50,SANTA CLARA COUNTY,131456
APPLE INC.,Apple,50,SANTA CLARA COUNTY,91749
APPLE INC.,Apple,50,SANTA CLARA COUNTY,74006
APPLE INC.,Apple,50,SANTA CLARA COUNTY,85322
APPLE INC.,Apple,50,SANTA CLARA COUNTY,71032
APPLE INC.,Apple,50,SANTA CLARA COUNTY,104832
APPLE INC.,Apple,50,SANTA CLARA COUNTY,104042
APPLE INC.,Apple,50,SANTA CLARA COUNTY,99466
APPLE INC.,Apple,50,SANTA CLARA COUNTY,77563
APPLE INC.,Apple,50,SANTA CLARA COUNTY,109470
APPLE INC.,Apple,50,SANTA CLARA COUNTY,73923
APPLE INC.,Apple,50,SANTA CLARA COUNTY,88962
APPLE INC.,Apple,50,SANTA CLARA COUNTY,58885
APPLE INC.,Apple,50,SANTA CLARA COUNTY,148928
APPLE INC.,Apple,50,SANTA CLARA COUNTY,154107
APPLE INC.,Apple,50,SANTA CLARA COUNTY,36046
APPLE INC.,Apple,50,SANTA CLARA COUNTY,69784
APPLE INC.,Apple,50,SANTA CLARA COUNTY,63856
APPLE INC.,Apple,50,SANTA CLARA COUNTY,93475
APPLE INC.,Apple,50,SANTA CLARA COUNTY,123053
APPLE INC.,Apple,50,SANTA CLARA COUNTY,185162
APPLE INC.,Apple,50,SANTA CLARA COUNTY,49941
APPLE INC.,Apple,50,SANTA CLARA COUNTY,91146
APPLE INC.,Apple,50,SANTA CLARA COUNTY,71365
APPLE INC.,Apple,50,SANTA CLARA COUNTY,117187
APPLE INC.,Apple,50,SANTA CLARA COUNTY,172058
APPLE INC.,Apple,50,SANTA CLARA COUNTY,112528
APPLE INC.,Apple,50,SANTA CLARA COUNTY,93870
APPLE INC.,Apple,50,SANTA CLARA COUNTY,60965
APPLE INC.,Apple,50,SANTA CLARA COUNTY,123656
APPLE INC.,Apple,50,SANTA CLARA COUNTY,64064
APPLE INC.,Apple,50,SANTA CLARA COUNTY,125965
APPLE INC.,Apple,50,SANTA CLARA COUNTY,109616
APPLE INC.,Apple,50,SANTA CLARA COUNTY,87090
APPLE INC.,Apple,50,SANTA CLARA COUNTY,77605
APPLE INC.,Apple,50,SANTA CLARA COUNTY,67933
APPLE INC.,Apple,50,SANTA CLARA COUNTY,106517
APPLE INC.,Apple,50,SANTA CLARA COUNTY,93621
APPLE INC.,Apple,50,SANTA CLARA COUNTY,101254
APPLE INC.,Apple,1,SANTA CLARA COUNTY,82877.6
APPLE INC.,Apple,1,SANTA CLARA COUNTY,62000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,67100
APPLE INC.,Apple,1,SANTA CLARA COUNTY,75000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,80000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,86781.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,91411
APPLE INC.,Apple,1,SANTA CLARA COUNTY,95000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,95000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,99552
APPLE INC.,Apple,1,SANTA CLARA COUNTY,99350
APPLE INC.,Apple,1,SANTA CLARA COUNTY,104275
APPLE INC.,Apple,1,SANTA CLARA COUNTY,100000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,102299
APPLE INC.,Apple,1,SANTA CLARA COUNTY,102299
APPLE INC.,Apple,1,SANTA CLARA COUNTY,100000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,99677
APPLE INC.,Apple,1,SANTA CLARA COUNTY,95250
APPLE INC.,Apple,1,SANTA CLARA COUNTY,101695
APPLE INC.,Apple,1,SANTA CLARA COUNTY,95500
APPLE INC.,Apple,1,SANTA CLARA COUNTY,103200
APPLE INC.,Apple,1,SANTA CLARA COUNTY,103123
APPLE INC.,Apple,1,SANTA CLARA COUNTY,105000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,105000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,105000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,105000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,109479
APPLE INC.,Apple,1,SANTA CLARA COUNTY,105000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,105000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,105933
APPLE INC.,Apple,1,SANTA CLARA COUNTY,105000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,109127
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,111303
APPLE INC.,Apple,1,SANTA CLARA COUNTY,107299
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,111303
APPLE INC.,Apple,1,SANTA CLARA COUNTY,111303
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,113258.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,114881
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,111100
APPLE INC.,Apple,1,SANTA CLARA COUNTY,112000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,112000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,112000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110269
APPLE INC.,Apple,1,SANTA CLARA COUNTY,114000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118317
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,117235
APPLE INC.,Apple,1,SANTA CLARA COUNTY,117381
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118317
APPLE INC.,Apple,1,SANTA CLARA COUNTY,117381
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115758.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,117381
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,117381
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,116996
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,117329
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,117000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,119471
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118735
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,119681.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,119817
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118829
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,108924.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118800
APPLE INC.,Apple,1,SANTA CLARA COUNTY,119000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,119000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120817
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120817
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120817
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,121805
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120817
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,122626.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120026.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,122626.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,122305
APPLE INC.,Apple,1,SANTA CLARA COUNTY,121000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,122805
APPLE INC.,Apple,1,SANTA CLARA COUNTY,114029.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110350
APPLE INC.,Apple,1,SANTA CLARA COUNTY,117503
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118221
APPLE INC.,Apple,1,SANTA CLARA COUNTY,121954.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,113010.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,113010.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,113499
APPLE INC.,Apple,1,SANTA CLARA COUNTY,122713.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,97878.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,127154.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,113499
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110350
APPLE INC.,Apple,1,SANTA CLARA COUNTY,112074.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,112074.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,114591
APPLE INC.,Apple,1,SANTA CLARA COUNTY,110350
APPLE INC.,Apple,1,SANTA CLARA COUNTY,112937.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,118179
APPLE INC.,Apple,1,SANTA CLARA COUNTY,129016
APPLE INC.,Apple,1,SANTA CLARA COUNTY,119458.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,123327
APPLE INC.,Apple,1,SANTA CLARA COUNTY,123826.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115319
APPLE INC.,Apple,1,SANTA CLARA COUNTY,115371
APPLE INC.,Apple,1,SANTA CLARA COUNTY,121029
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125615
APPLE INC.,Apple,1,SANTA CLARA COUNTY,120446.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,123000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,123000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,123000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,123000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,123600
APPLE INC.,Apple,1,SANTA CLARA COUNTY,123600
APPLE INC.,Apple,1,SANTA CLARA COUNTY,124000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,124000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125636
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,128205
APPLE INC.,Apple,1,SANTA CLARA COUNTY,128205
APPLE INC.,Apple,1,SANTA CLARA COUNTY,128205
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,127175
APPLE INC.,Apple,1,SANTA CLARA COUNTY,126915
APPLE INC.,Apple,1,SANTA CLARA COUNTY,126249.5
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,126915
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
APPLE INC.,Apple,1,SANTA CLARA COUNTY,125000
